Question,Intent,Answer
contraband hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
melanise hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
calamitous hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
disastrous hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
bleak hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
opprobrious hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
ignominious hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
dim hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
Joseph Black hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
Negro hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
nigrify hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
pitch blackness hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
fatal hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
Shirley Temple hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
Black person hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
lightlessness hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
inglorious hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
melanize hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
smutty hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
shameful hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
sinister hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
bootleg hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
pitch-black hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
inkiness hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
disgraceful hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
total darkness hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
pitch-dark hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
grim hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
fateful hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
spacecraft first visited pluto,Space_Missions,New Horizons
ballistic capsule first visited pluto,Space_Missions,New Horizons
space vehicle first visited pluto,Space_Missions,New Horizons
spacecraft get-go visited pluto,Space_Missions,New Horizons
spacecraft starting time visited pluto,Space_Missions,New Horizons
spacecraft first of all visited pluto,Space_Missions,New Horizons
spacecraft number one visited pluto,Space_Missions,New Horizons
spacecraft low gear visited pluto,Space_Missions,New Horizons
spacecraft first base visited pluto,Space_Missions,New Horizons
spacecraft first off visited pluto,Space_Missions,New Horizons
spacecraft first-class honours degree visited pluto,Space_Missions,New Horizons
spacecraft start visited pluto,Space_Missions,New Horizons
spacecraft first gear visited pluto,Space_Missions,New Horizons
spacecraft showtime visited pluto,Space_Missions,New Horizons
spacecraft initiatory visited pluto,Space_Missions,New Horizons
spacecraft number 1 visited pluto,Space_Missions,New Horizons
spacecraft 1st visited pluto,Space_Missions,New Horizons
spacecraft low visited pluto,Space_Missions,New Horizons
spacecraft initiative visited pluto,Space_Missions,New Horizons
spacecraft foremost visited pluto,Space_Missions,New Horizons
spacecraft firstly visited pluto,Space_Missions,New Horizons
spacecraft outset visited pluto,Space_Missions,New Horizons
spacecraft commencement visited pluto,Space_Missions,New Horizons
spacecraft offset visited pluto,Space_Missions,New Horizons
spacecraft for the first time visited pluto,Space_Missions,New Horizons
spacecraft maiden visited pluto,Space_Missions,New Horizons
spacecraft inaugural visited pluto,Space_Missions,New Horizons
spacecraft world-class visited pluto,Space_Missions,New Horizons
spacecraft kickoff visited pluto,Space_Missions,New Horizons
spacecraft beginning visited pluto,Space_Missions,New Horizons
spacecraft first call in pluto,Space_Missions,New Horizons
spacecraft first chitchat pluto,Space_Missions,New Horizons
spacecraft first chatter pluto,Space_Missions,New Horizons
spacecraft first call pluto,Space_Missions,New Horizons
spacecraft first gossip pluto,Space_Missions,New Horizons
spacecraft first natter pluto,Space_Missions,New Horizons
spacecraft first shoot the breeze pluto,Space_Missions,New Horizons
spacecraft first impose pluto,Space_Missions,New Horizons
spacecraft first bring down pluto,Space_Missions,New Horizons
spacecraft first inflict pluto,Space_Missions,New Horizons
spacecraft first chat pluto,Space_Missions,New Horizons
first mission land mar,Space_Missions,Viking 1
showtime mission land mar,Space_Missions,Viking 1
first gear mission land mar,Space_Missions,Viking 1
1st mission land mar,Space_Missions,Viking 1
inaugural mission land mar,Space_Missions,Viking 1
first off mission land mar,Space_Missions,Viking 1
get-go mission land mar,Space_Missions,Viking 1
number 1 mission land mar,Space_Missions,Viking 1
number one mission land mar,Space_Missions,Viking 1
maiden mission land mar,Space_Missions,Viking 1
low mission land mar,Space_Missions,Viking 1
beginning mission land mar,Space_Missions,Viking 1
first-class honours degree mission land mar,Space_Missions,Viking 1
initiatory mission land mar,Space_Missions,Viking 1
kickoff mission land mar,Space_Missions,Viking 1
low gear mission land mar,Space_Missions,Viking 1
for the first time mission land mar,Space_Missions,Viking 1
world-class mission land mar,Space_Missions,Viking 1
initiative mission land mar,Space_Missions,Viking 1
start mission land mar,Space_Missions,Viking 1
commencement mission land mar,Space_Missions,Viking 1
outset mission land mar,Space_Missions,Viking 1
foremost mission land mar,Space_Missions,Viking 1
starting time mission land mar,Space_Missions,Viking 1
firstly mission land mar,Space_Missions,Viking 1
first of all mission land mar,Space_Missions,Viking 1
offset mission land mar,Space_Missions,Viking 1
first base mission land mar,Space_Missions,Viking 1
first charge land mar,Space_Missions,Viking 1
first missionary station land mar,Space_Missions,Viking 1
first missionary work land mar,Space_Missions,Viking 1
first foreign mission land mar,Space_Missions,Viking 1
first delegacy land mar,Space_Missions,Viking 1
first delegation land mar,Space_Missions,Viking 1
first commission land mar,Space_Missions,Viking 1
first deputation land mar,Space_Missions,Viking 1
first military mission land mar,Space_Missions,Viking 1
first missionary post land mar,Space_Missions,Viking 1
first mission soil mar,Space_Missions,Viking 1
first mission set ashore mar,Space_Missions,Viking 1
first mission estate mar,Space_Missions,Viking 1
purpose voyager mission,Space_Missions,To study the outer planets and interstellar space
use voyager mission,Space_Missions,To study the outer planets and interstellar space
design voyager mission,Space_Missions,To study the outer planets and interstellar space
propose voyager mission,Space_Missions,To study the outer planets and interstellar space
role voyager mission,Space_Missions,To study the outer planets and interstellar space
aim voyager mission,Space_Missions,To study the outer planets and interstellar space
intention voyager mission,Space_Missions,To study the outer planets and interstellar space
purport voyager mission,Space_Missions,To study the outer planets and interstellar space
determination voyager mission,Space_Missions,To study the outer planets and interstellar space
function voyager mission,Space_Missions,To study the outer planets and interstellar space
resolve voyager mission,Space_Missions,To study the outer planets and interstellar space
intent voyager mission,Space_Missions,To study the outer planets and interstellar space
purpose voyager missionary station,Space_Missions,To study the outer planets and interstellar space
purpose voyager missionary work,Space_Missions,To study the outer planets and interstellar space
purpose voyager delegation,Space_Missions,To study the outer planets and interstellar space
purpose voyager charge,Space_Missions,To study the outer planets and interstellar space
purpose voyager military mission,Space_Missions,To study the outer planets and interstellar space
purpose voyager foreign mission,Space_Missions,To study the outer planets and interstellar space
purpose voyager delegacy,Space_Missions,To study the outer planets and interstellar space
purpose voyager deputation,Space_Missions,To study the outer planets and interstellar space
purpose voyager commission,Space_Missions,To study the outer planets and interstellar space
purpose voyager missionary post,Space_Missions,To study the outer planets and interstellar space
planet tallest volcano,Planet_Info,Mars (Olympus Mons)
major planet tallest volcano,Planet_Info,Mars (Olympus Mons)
satellite tallest volcano,Planet_Info,Mars (Olympus Mons)
planet tall volcano,Planet_Info,Mars (Olympus Mons)
planet magniloquent volcano,Planet_Info,Mars (Olympus Mons)
planet marvellous volcano,Planet_Info,Mars (Olympus Mons)
planet grandiloquent volcano,Planet_Info,Mars (Olympus Mons)
planet marvelous volcano,Planet_Info,Mars (Olympus Mons)
planet improbable volcano,Planet_Info,Mars (Olympus Mons)
planet tallest vent,Planet_Info,Mars (Olympus Mons)
great red spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
with child red spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
heavy red spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
majuscule red spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
swell red spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
enceinte red spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
big red spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
smashing red spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
slap-up red spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
not bad red spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
peachy red spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
large red spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
bang-up red spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
bully red spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
cracking red spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
groovy red spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
dandy red spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
corking red spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
capital red spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
nifty red spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
gravid red spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
keen red spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
neat red spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
expectant red spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
outstanding red spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
great ruby spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
great cherry spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
great ruby-red spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
great red-faced spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
great redness spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
great scarlet spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
great cerise spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
great crimson spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
great red ink spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
great Marxist spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
great reddened spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
great blood-red spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
great Red River spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
great cherry-red spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
great loss spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
great Bolshevik spot jupiter,Planet_Info,A giant storm larger than Earth that has lasted for centuries
planet longest canyon system,Planet_Info,Mars (Valles Marineris)
major planet longest canyon system,Planet_Info,Mars (Valles Marineris)
satellite longest canyon system,Planet_Info,Mars (Valles Marineris)
planet prospicient canyon system,Planet_Info,Mars (Valles Marineris)
planet tenacious canyon system,Planet_Info,Mars (Valles Marineris)
planet recollective canyon system,Planet_Info,Mars (Valles Marineris)
